code,name,brand,categories,countries,energy_kcal,fat,sugar,protein,salt,integrity_score,risk_level
5060318691012,Battle Oats White Chocolate Coconut Protein Oat Bar 70G,,en:Protein bars,France,441.0,23.0,19.0,22.0,0.33,0.8606521563025449,moderate
5060318691920,Carrot Cake High Protein Bar,Battle bites,"Dietary supplements, Bodybuilding supplements, Protein bars",France,360.0,13.0,5.0,33.0,0.65,0.9651041883177888,low
5060319129767,Turmeric Rooibos African Tea,Higher Living,"Plant-based foods and beverages, Beverages, Hot beverages, Plant-based beverages, Herbal teas, Rooibos","France,Switzerland",0.0,0.0,0.0,0.0,0.0,1.0,low
5060319170370,Cacao & Cashew Quinoa Bar,Perkier,"Snacks,Sweet snacks,Bars,Dietary supplements,Bodybuilding supplements,Energy bars,Protein bars,Protein Energy Bars",France,408.0,19.0,29.0,15.0,0.06,0.8614458894644896,moderate
5060319170493,Peanut Protein Bar,Perkier,"Snacks,Sweet snacks,Bars,Cereal bars,Cereal bars with nuts,Energy bars,Protein bars,Protein Energy Bars","France,United Kingdom",440.0,26.0,13.0,17.0,0.19,0.6938337519348218,high
5060319170561,Protein Peanut Bars,Perkier,"Plant-based foods and beverages,Plant-based foods,Snacks,Sweet snacks,Nuts and their products,Bars,Cereal bars,Dietary supplements,Bodybuilding supplements,Cereal bars with nuts,Nut bars,Peanut bars,Protein bars",United Kingdom,440.0,26.0,13.0,17.0,0.19,0.7038452012463156,high
5060319170820,Salted Caramel & Dark Chocolate Bar,Perkier,"Plant-based foods and beverages,Plant-based foods,Snacks,Sweet snacks,Confectioneries,Nuts and their products,Bars,Cereal bars,Cereal bars with nuts,Nut bars,Protein bars",United Kingdom,446.0,25.1,21.1,15.1,0.595,0.7289146777789196,moderate
5060326270025,Evowhey 2.0 strawberry,HSN,Dietary supplements,Spain,109.0,1.1,1.5,22.0,0.225,0.966932406704756,low
5060326270445,Evoseries,,"Suplementos dietéticos, en:Sports supplements",Spain,414.0,6.8,5.6,81.0,1.0,0.9493503402814654,low
5060326270506,Pea Protein Isolate 2.0,,"Dietary supplements,Bodybuilding supplements",Spain,400.0,8.5,0.2,73.0,2.0,0.9702855976790756,low
5060326271107,Isomaltulose,HSN,en:dietary-supplements,en:germany,392.0,0.0,98.0,0.0,0.0,0.9156496576808736,moderate
5060334560774,Wholefood nutrition,,"Meal replacements,Protein powders",France,495.0,34.0,2.7,39.8,0.3,0.8061296442641154,moderate
5060334561115,strawberry wholefood nutrition shake,purition,"Dietary supplements, Bodybuilding supplements, Protein shakes",en:United Kingdom,465.0,30.0,5.0,40.3,0.244,0.8047010444152567,moderate
5060335634184,Mega Monster Energy,Monster,"beverages-and-beverages-preparations, beverages, artificially-sweetened-beverages, sweetened-beverages, fr:boissons, fr:boissons-gazeuses, boissons-édulcorées, boissons-énergisantes, energy-drinks",France,31.0,0.0,8.4,0.0,0.2075,0.9956567231844683,low
5060335635211,Rehab,"Monster, Monster Energy","Getränke und Getränkezubereitungen, Getränke, Getränke mit Süßstoff, Ungezuckerte Getränke, Energy-Drinks, Gezuckerte Getränke",en:Germany,10.0,0.0,2.1,0.0,0.0,0.970517398650052,low
5060335635228,Monster Energy Original,Monster Energy,"Getränke und Getränkezubereitungen,Getränke,Kohlensäurehaltige Getränke,Erfrischungsgetränke,Energy-Drinks,Energydrink mit Zucker",en:germany,47.0,0.0,11.0,0.0,0.19,0.9913529607002759,low
5060335635242,Energy Absolutely Zero,Monster Energy Monster,"Getränke und Getränkezubereitungen, Getränke, Getränke mit Süßstoff, Energy-Drinks, en:Getränke, en:Getränke mit Süßstoff",en:germany,3.0,0.0,0.0,0.0,0.2,0.8438268290147253,moderate
5060335635266,Monster Energy The Doctor,"Monster, Monster Energy","Getränke und Getränkezubereitungen, Getränke, Energy-Drinks, en:Getränke, en:Gezuckerte Getränke",Germany,43.8,0.0,10.4,0.0,0.0155,1.0,low
5060335635280,Monster Punch MIXXD,"Monster, Monster Energy","Getränke und Getränkezubereitungen, Getränke, Getränke mit Süßstoff, Energy-Drinks, Gezuckerte Getränke","Deutschland,en:germany",38.0,0.0,9.0,0.0,0.05,1.0,low
5060337501972,Monster Energy Ultra (zero zucker),Monster,"Getränke, Kohlensäurehaltige Getränke, Getränke mit Süßstoff, Energy-Drinks",en:Austria,2.0,0.0,0.0,0.0,0.2,0.8707555058725177,moderate
5060337504072,Monster Energy,Monster energy,"Getränke und Getränkezubereitungen, Getränke, Energy-Drinks, Energydrink mit Zucker","en:germany, en:switzerland",37.0,0.0,8.4,0.0,0.19,0.9832755511113913,low
5060337507363,Monster Punch,Monster,"Getränke und Getränkezubereitungen, Getränke, Alkoholische Getränke, Energy-Drinks","Belgium,France,Germany",39.0,,9.0,0.0,0.04,0.9972181086598378,low
5060337507608,Monster Rehab Tea + Peach,"Monster, Monster Energy","Getränke und Getränkezubereitungen, Getränke, Getränke mit Süßstoff, Energy-Drinks, Gezuckerte Getränke","France,Germany,en:germany",10.0,0.0,2.1,0.0,0.12,0.9171392690994015,moderate
5060337507639,Monster Energy Ultra Citron,Monster,"Getränke und Getränkezubereitungen, Getränke, Getränke mit Süßstoff, Ungezuckerte Getränke, Energy-Drinks",Germany,2.0,,0.0,0.0,0.05,0.8716401572739426,moderate
5060337508872,Monster - Lewis Hamilton,"Monster, Monster Energy","Getränke und Getränkezubereitungen, Getränke, Getränke mit Süßstoff, Energy-Drinks, Gezuckerte Getränke",Germany,19.0,,4.2,,0.12,0.9233757642158391,moderate
5060339300207,Whey Protein,TheProteinWorks,"Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Proteinpulver",Germany,377.0,5.33,6.67,73.3,0.292,0.8730081291988036,moderate
5060339300276,Whey Protein 80,Protéine Work,"Dairies, Dietary supplements, Bodybuilding supplements, Protein powders, Whey powder",United Kingdom,377.0,5.3,,74.0,,0.9990574055590503,low
5060339300672,Diet Whey Isolat,proteinworks nutrition,"Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Proteinpulver",en:germany,364.0,0.4,2.4,88.0,0.47,1.0,low
5060339302317,Whey Protein 80,The Protein Works,"Dietary supplements, Bodybuilding supplements, Protein powders",Germany,392.0,7.2,5.6,79.0,0.47,0.8791048407941295,moderate
5060343740891,Creatina Creapure,,en:dietary-supplements,en:france,0.0,0.0,0.0,0.0,,1.0,low
5060343741522,Bulk Powders pure series,Bulk Powders,en:dietary-supplements,France,395.0,6.0,0.1,80.0,1.9,0.9946937722275769,low
5060343741607,Whey Protein,Bulk Powders,"Dietary supplements, en:protein-powders","France, Spain, en:united-kingdom",381.0,3.44,10.9,71.9,0.828,0.8884749309874379,moderate
5060343741645,Pure whey isolate,bulk,"Dietary supplements, Bodybuilding supplements, Protein powders","France,Allemagne",361.0,0.5,2.0,87.0,,1.0,low
5060343741652,Pure whey isolate (unflavoured),Bulk,"Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Proteinpulver",en:Germany,361.0,0.5,2.0,87.0,0.5,0.9980708029141828,low
5060343742024,"Pure Whey Protein, Chocolate",Bulk,en:protein-powders,France,380.0,4.0,4.67,73.3,0.85,0.9903562755002778,low
5060343742727,Pure whey isolate,Bulk,"Dietary supplements, Bodybuilding supplements, Protein powders",France,374.0,0.3,0.0,97.6,1.7,1.0,low
5060343743090,Pure whey isolate unflavoured,Bulk powders,"Whey-protein,Food",en:France,360.0,0.667,2.0,86.7,0.492,0.9901133243436688,low
5060343743151,Pure Whey Protein Vanilla,Bulk,en:protein-powders,France,377.0,4.0,4.67,76.7,0.358,0.9846828649142669,low
5060343743724,"Spirulina, powder",Bulk,"Dietary supplements, Spirulina",United Kingdom,393.0,6.0,2.5,63.0,0.0,1.0,low
5060343745490,Complete Protein Mix,bulk,"Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Proteinpulver",en:Germany,364.0,4.4,2.8,78.0,0.67,1.0,low
5060343746619,High protein snack bar - Strawberries & cream,Bulk Powder,"Dietary supplements, Bodybuilding supplements, Protein bars",France,310.0,7.2,4.1,32.0,0.2,0.9909440289320013,low
5060343746633,High Protein Snack bar,"Active Foods, Bulk Powders",Protein bars,France,310.0,7.2,4.1,32.0,0.2,0.9952684648740641,low
5060343747425,Recovery Shake,Bulk Powders,Protein shakes,"Austria,Germany,United Kingdom,Poland",373.0,1.3,13.0,31.0,0.98,0.8649371360379415,moderate
5060343747692,Proteine,Bulk,en:bodybuilding-supplements,Netherlands,400.0,,,,,0.9918790297559901,low
5060343747968,Chocolate Casein Powder,Bulk,en:dietary-supplements,United Kingdom,354.0,1.9,2.3,83.0,0.31,1.0,low
5060343748699,Digezyme Tablets,Bulk,Dietary supplements,United Kingdom,0.0,0.0,0.0,0.0,0.0,1.0,low
5060343749368,Natural pure whey protein,Bulkpowders,"Dietary supplements, Bodybuilding supplements",en:United Kingdom,379.0,4.0,4.5,72.0,0.845,1.0,low
5060350561571,Protein Wafer Bar Cookies & Cream,Novo Easy Protein,"Dietary supplements,Bodybuilding supplements,Protein bars",United Kingdom,543.0,34.0,16.0,30.0,0.42,0.6498772406380814,high
5060350562134,protein pops sour cream and onion flavour,novo,protein pops sour cream and onion flavour soya and yellow pea snacks,en:United Kingdom,416.0,12.0,8.22,22.4,1.75,0.855514327554552,moderate
5060350562455,protein pops,Novo,protein crisps,en:United Kingdom,411.0,5.6,4.7,45.0,0.807,0.9803175114463485,low
5060351972406,Organic Hemp Protein Powder,Real Food Source,"Dietary supplements, Bodybuilding supplements",en:United Kingdom,390.0,,,50.43,,0.9971830576175414,low
5060351973861,Organic Whey Protein,Real Food Source,Protein powders,en:United Kingdom,398.0,5.3,8.6,78.6,1.2,0.8719581354516746,moderate
5060360507385,Actimel,Actimel,"Beverages and beverages preparations, Beverages, Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Dairy drinks, Fermented dairy desserts, Fermented drinks, Fermented milk drinks, Yogurts, Probiotic Drink, en:sweetened-beverages",en:United Kingdom,70.0,1.4,9.9,2.9,0.25,0.8407325864446963,moderate
5060360507477,Blueberry Yoghurt,GetPRO,"Dairies, Fermented foods, Desserts, Fermented milk products, Dairy desserts, Fermented dairy desserts, Fermented dairy desserts with fruits, Yogurts, Fruit yogurts, Blueberry yogurts, Cow milk yogurts, Protein yoghurt",en:United Kingdom,53.8,0.125,3.38,9.38,0.0547,0.871416058560895,moderate
5060360507514,Getpro protein drink,Danone,"Dietary supplements, en:bodybuilding-supplements",en:United Kingdom,59.0,0.5,5.0,8.3,0.0558,0.9046771556831886,moderate
5060360507699,CHOCOLATE FLAVOUR MOUSSE,Danone,"Dairies, Desserts, Dairy desserts, Chocolate desserts, Dietary supplements, Bodybuilding supplements, Sweet mousses, Chocolate mousses, Dairy Mousses, Refrigerated chocolate mousses, Refrigerated milk-based chocolate mousses",en:United Kingdom,84.0,2.3,4.3,10.0,0.246,0.9067013698961812,moderate
5060361722725,Omega-3 1000mg,Inovit,en:dietary-supplements,France,1.0,1.0,1.0,1.0,1.0,0.9838488960186915,low
5060362071198,plenish,Plenish,"Beverages and beverages preparations, Plant-based foods and beverages, Beverages, Plant-based beverages, Juices and nectars, en:dietary-supplements",United Kingdom,43.0,0.0,8.2,0.7,0.0,0.9963507865876047,low
5060362074113,plenish berry gut health shot,Plenish,"Nutrition drink, en:fruit-juices",en:United Kingdom,51.7,0.0,10.5,0.167,0.0,0.93140419102757,low
5060367182721,Peanut Butter Protein,Pip & Nut,"Snacks, Sweet snacks, Bars, en:protein-bars",en:United Kingdom,485.0,28.3,,21.7,,0.9119849305685326,low
5060379780212,"Paleo Protein Bar , Mixed Berries",The Primal Pantry,en:Protein bars,France,343.0,9.0,40.0,21.0,0.2,0.8254212274314303,moderate
5060385444528,Total mass matrix extreme,Protéines works total mass,"Dietary supplements, Bodybuilding supplements, Protein powders",United Kingdom,364.0,3.4,10.0,20.0,0.45,0.9085254389743921,moderate
5060385448304,Whey protein 80,,"Dietary supplements, Bodybuilding supplements, Protein powders","France, en:it",392.0,5.8,7.0,78.0,0.2,0.8746777536751951,moderate
5060385448922,Vegan Soy Protein - Chocolate Silk,Protein Works,"Dietary supplements, Bodybuilding supplements, Protein shakes","France,Germany",372.0,0.9,0.1,86.0,2.5,0.9954980983823083,low
5060385448939,Vegan Soy Protein - Chocolate Silk,Protein Works,"Dietary supplements, Bodybuilding supplements, Protein powders",en:Germany,372.0,0.9,0.1,86.0,2.4575,0.9953737339757641,low
5060396470356,Yaourt à la Grecque,,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés aux fruits, Yaourts, Yaourts aux fruits, Yaourts à la grecque, Yaourts à la fraise, en:yoghurts-high-in-protein-on-a-fruit-layer",France,81.0,2.8,6.4,6.2,0.06,0.8661884874158295,moderate
5060396470363,Yaourt à la Grecque sur son lit de Myrtille,Bio Green,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Yogurts,Fruit yogurts,Blueberry yogurts,Greek-style yogurts,Yogurts high in protein on a fruit layer",France,105.0,2.5,13.8,5.4,,0.8626862598670257,moderate
5060401051969,Choc Chip & Almond Butter Raw Protein Bar,Planet Organic,en:Protein bars,France,463.0,26.0,23.0,23.0,0.01,0.8652409835942877,moderate
5060401051990,Raw Protein Bar Almond Butter & Coconut,Planet Organic,"Snacks, Dietary supplements, Bodybuilding supplements, Protein bars",France,416.0,18.0,33.0,21.0,0.03,0.8198255296404462,moderate
5060402902390,Snickers Protein,"Mars, Snickers","Imbiss, Süßer Snack, Kakao und Kakaoprodukte, Süßwaren, Schokoladenkonfekt, Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Proteinriegel",en:Germany,391.0,13.9,18.6,35.6,0.33,0.8497056368038612,moderate
5060402906985,Snickers Protein,"Mars, Snickers","en:Snacks,en:Sweet snacks,en:Cocoa and its products,en:Confectioneries,en:Chocolate candies,en:Bars,Kosttilskudd,en:Bodybuilding supplements,en:Candy chocolate bars,en:Protein bars","Finland,Norge,Spania",391.0,14.0,19.0,36.0,0.33,0.8477752809597964,moderate
5060402909542,Mars HIPROTEIN Salted Caramel imp,Mars,"Imbiss, Süßer Snack, Kakao und Kakaoprodukte, Süßwaren, Riegel, Schokoladenkonfekt, Nahrungsergänzungsmittel, Schokoriegel, Nahrungsergänzungen für Bodybuilder, Proteinriegel",Belgium,360.0,13.5,4.0,38.2,1.17,1.0,low
5060411920309,Almond spirulina energy ball,Bounce,"Compléments alimentaires,Snacks sucrés,en:Protein Balls,en:Energy Balls",France,440.0,22.0,18.0,23.0,0.34,0.8811720158055057,moderate
5060413671575,BULK DEAL 12 X Protein Dynamix 20% OFF DynaBar Protein Bar,,en:Protein bars,France,418.0,16.0,24.0,31.0,0.38,0.8653344024946211,moderate
5060424700257,Sports Fuel Premium Protein,Sport Fuel,en:bodybuilding-supplements,en:United Kingdom,380.0,0.667,5.33,80.9,0.1,0.9270218914514379,moderate
5060424705368,Crunch Salted Caramel Flavour,Warrior,"Snacks, Sweet snacks, Bars, en:protein-bars",France,378.0,17.2,3.59,31.2,0.508,0.997673330938828,low
5060424709502,Protein Flapjack - Red Velvet Cake,Warrior,"Snacks, Sweet snacks, Bars, Dietary supplements, Bodybuilding supplements, Protein bars, Warrior-raw-red-velvet-protein-flapjack, en:cakes","France, en:united-kingdom",344.0,3.93,4.91,26.9,0.333,0.9729306488983401,low
5060430291534,Power Shake - Chocolate Peanut butter,BOL,"Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Plant-based beverages,Dietary supplements,Bodybuilding supplements,Smoothies,Protein shakes",United Kingdom,80.0,4.0,3.4,4.5,0.06,0.8920374384000276,moderate
5060430292906,Power Shake Salted Caramel,BOL,"Beverages and beverages preparations,Beverages,Flavoured milks,Dietary supplements,Bodybuilding supplements,Milkshakes,Protein shakes,Oat-based drinks,Plant-based beverages",en:United Kingdom,61.2,3.17,2.44,6.34,0.326,0.890285787396248,moderate
5060430292920,Power Shake Vanilla,BOL,"Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Dairies,Dairy substitutes,Meals,Milk substitutes,Plant-based beverages,Dairy drinks,Plant-based milk alternatives,Flavoured milks,Snacks and desserts for babies,Baby drinks,Dietary supplements,Meal replacements,Bodybuilding supplements,Milky cereal-based beverages,Milkshakes,Protein shakes",United Kingdom,73.7,2.68,2.44,6.1,0.271,0.8750241376785227,moderate
5060430292944,Power Shake Chocolate,BOL,"Beverages and beverages preparations, Plant-based foods and beverages, Beverages, Dairy substitutes, Milk substitutes, Plant-based beverages, Plant-based milk alternatives, en:meal-replacements",United Kingdom,73.7,3.41,2.39,6.34,0.273,0.9229389196688313,moderate
5060430690320,Smoky Bacon Nooch,Notorious Nooch Co,"Condiments,Food additives,Nutritional yeast",United Kingdom,351.0,4.7,11.8,48.4,4.8,0.7758292351092788,moderate
5060448501106,Lemon Drizzle Protein Flapjack,TRIBE,"Snacks,Sweet snacks,Bars,Dietary supplements,Bodybuilding supplements,Energy bars,Protein bars,Protein Energy Bars,Flapjacks",en:United Kingdom,401.0,18.0,22.0,14.0,0.06,0.848195633977157,moderate
5060448950645,Salted Caramel Protein Bar,Vitl,"Protein bars,Dietary supplements,Bars,Energy bars",en:United Kingdom,358.0,14.0,2.5,35.0,0.588,0.9987809016171151,low
5060455490899,Complete gut chocolate,Biomel,"Gut support supplement, en:bodybuilding-supplements",United Kingdom,187.0,6.67,2.67,6.0,0.0,0.8230241265155093,moderate
5060455514496,Soy protein vanilla,Protein Works,"Dietary supplements, Bodybuilding supplements, Protein powders",United Kingdom,375.0,0.4,,87.0,,0.9985261659749147,low
5060455514618,Vegan Protein Unflavoured,the Protein Works,Protein powders,France,379.0,0.8,0.0,89.0,2.4575,0.9843020725770849,low
5060455514663,Vegan Protein Chocolate,The Protein Works,"Dietary supplements,Bodybuilding supplements,Protein powders",Spain,373.0,1.33,0.0,83.3,2.29,0.9979778757068647,low
5060455514694,Vegan Protein,ProteinWorks,"Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Proteinpulver",en:Germany,373.0,1.33,0.0,83.3,2.29,0.9903686415916653,low
5060455515776,"Superfood Bites, Raw Chocolate",The Protein Works,"Dietary supplements, Bodybuilding supplements, Protein bars",France,429.0,21.4,34.2,13.7,0.04,0.8401736418435539,moderate
5060455516223,Banana whey protein,Protein Works,"Protein powders,Protein shakes",en:United Kingdom,380.0,2.33,10.7,73.3,1.18,0.8701028748249784,moderate
5060455517312,Vegan protein extreme,The Protein Works,en:bodybuilding-supplements,France,366.0,2.4,2.3,80.2,1.74,0.9956631190053642,low
5060455518388,Vegan protein millionaire's shortbread,The Protein Works,"Dietary supplements, Bodybuilding supplements, Protein powders","Frankreich, Germany",373.0,1.0,0.0,83.3,2.29,0.9936777127892983,low
